Weekly SST data starts week centered on 3Jan1990 
Nino34
"Date","SST","SSTA"
"2006Aug23",27.3,0.5
"2006Aug30",27.3,0.5
"2006Sep06",27.4,0.6
"2006Sep13",27.3,0.6
"2006Sep20",27.4,0.7
"2006Sep27",27.2,0.5
"2006Oct04",27.2,0.5
"2006Oct11",27.5,0.8
"2006Oct18",27.5,0.8
"2006Oct25",27.6,0.9
"2006Nov01",27.6,0.9
"2006Nov08",27.6,0.9
"2006Nov15",27.8,1.2
"2006Nov22",27.8,1.2
"2006Nov29",27.8,1.2
"2006Dec06",27.9,1.3
"2006Dec13",27.8,1.2
"2006Dec20",27.7,1.2
"2006Dec27",27.7,1.1
"2007Jan03",27.5,0.9
"2007Jan10",27.5,0.9
"2007Jan17",27.2,0.6
"2007Jan24",27.1,0.5
"2007Jan31",27,0.3
"2007Feb07",26.9,0.2
"2007Feb14",26.7,0
"2007Feb21",26.8,-0.1
"2007Feb28",26.9,0
"2007Mar07",26.9,-0.2
"2007Mar14",27.3,0.1
"2007Mar21",27.2,-0.1
"2007Mar28",27.4,0
"2007Apr04",27.5,0
"2007Apr11",27.8,0.1
"2007Apr18",27.9,0.2
"2007Apr25",27.8,0
"2007May02",27.7,-0.1
"2007May09",27.4,-0.4
"2007May16",27.5,-0.4
"2007May23",27.7,-0.1
"2007May30",27.6,-0.2
"2007Jun06",27.6,-0.1
"2007Jun13",27.7,0.1
"2007Jun20",27.6,0
"2007Jun27",27.3,-0.1
"2007Jul04",27,-0.4
"2007Jul11",26.8,-0.5
"2007Jul18",26.9,-0.3
"2007Jul25",26.6,-0.5
"2007Aug01",26.4,-0.6
"2007Aug08",26.2,-0.7
"2007Aug15",26.3,-0.6
"2007Aug22",26.1,-0.7
"2007Aug29",26.1,-0.7
"2007Sep05",26,-0.8
"2007Sep12",25.8,-1
"2007Sep19",25.8,-0.9
"2007Sep26",25.6,-1.1
"2007Oct03",25.4,-1.3
"2007Oct10",24.9,-1.8
"2007Oct17",25.3,-1.4
"2007Oct24",25.3,-1.4
"2007Oct31",25.2,-1.5
"2007Nov07",25,-1.6
"2007Nov14",25.2,-1.5
"2007Nov21",24.9,-1.7
"2007Nov28",25.1,-1.6
"2007Dec05",25.1,-1.5
"2007Dec12",24.9,-1.7
"2007Dec19",25,-1.6
"2007Dec26",24.9,-1.6
"2008Jan02",25,-1.6
"2008Jan09",24.8,-1.8
"2008Jan16",24.6,-2
"2008Jan23",24.4,-2.2
"2008Jan30",24.9,-1.7
"2008Feb06",24.6,-2.1
"2008Feb13",24.5,-2.2
"2008Feb20",24.9,-2
"2008Feb27",25.3,-1.6
"2008Mar05",25.7,-1.3
"2008Mar12",26,-1.1
"2008Mar19",26.2,-1.1
"2008Mar26",26.3,-1
"2008Apr02",26.5,-1
"2008Apr09",26.7,-1
"2008Apr16",26.9,-0.9
"2008Apr23",26.9,-0.9
"2008Apr30",27.1,-0.7
"2008May07",27,-0.9
"2008May14",27.1,-0.7
"2008May21",27.3,-0.5
"2008May28",27.3,-0.5
"2008Jun04",27.3,-0.4
"2008Jun11",27.2,-0.5
"2008Jun18",27.1,-0.5
"2008Jun25",27.1,-0.4
"2008Jul02",27.2,-0.2
"2008Jul09",27.3,-0.1
"2008Jul16",27.3,0
"2008Jul23",27.1,0
"2008Jul30",27.1,0
"2008Aug06",27,0.1
"2008Aug13",27,0.2
"2008Aug20",26.7,-0.1
"2008Aug27",26.6,-0.2
"2008Sep03",26.6,-0.2
"2008Sep10",26.6,-0.2
"2008Sep17",26.4,-0.4
"2008Sep24",26.4,-0.4
"2008Oct01",26.2,-0.5
"2008Oct08",26.3,-0.4
"2008Oct15",26.4,-0.3
"2008Oct22",26.3,-0.4
"2008Oct29",26.4,-0.2
"2008Nov05",26.3,-0.3
"2008Nov12",26.5,-0.2
"2008Nov19",26.3,-0.3
"2008Nov26",26.1,-0.5
"2008Dec03",26,-0.6
"2008Dec10",25.8,-0.8
"2008Dec17",25.8,-0.8
"2008Dec24",25.6,-1
"2008Dec31",25.4,-1.2
"2009Jan07",25.4,-1.2
"2009Jan14",25.4,-1.1
"2009Jan21",25.8,-0.8
"2009Jan28",25.7,-1
"2009Feb04",25.7,-0.9
"2009Feb11",25.9,-0.8
"2009Feb18",26.2,-0.6
"2009Feb25",26.3,-0.6
"2009Mar04",26.4,-0.7
"2009Mar11",26.7,-0.5
"2009Mar18",26.7,-0.6
"2009Mar25",26.8,-0.6
"2009Apr01",27.1,-0.4
"2009Apr08",27.4,-0.2
"2009Apr15",27.5,-0.2
"2009Apr22",27.6,-0.2
"2009Apr29",27.7,-0.1
"2009May06",27.9,0.1
"2009May13",28,0.2
"2009May20",28.2,0.4
"2009May27",28.1,0.3
"2009Jun03",27.9,0.2
"2009Jun10",28.1,0.4
"2009Jun17",28.2,0.5
"2009Jun24",28.2,0.7
"2009Jul01",28.2,0.7
"2009Jul08",28,0.7
"2009Jul15",28,0.7
"2009Jul22",27.9,0.8
"2009Jul29",27.7,0.6
"2009Aug05",27.6,0.6
"2009Aug12",27.4,0.6
"2009Aug19",27.4,0.6
"2009Aug26",27.6,0.8
"2009Sep02",27.6,0.8
"2009Sep09",27.5,0.8
"2009Sep16",27.5,0.8
"2009Sep23",27.4,0.7
"2009Sep30",27.3,0.6
"2009Oct07",27.3,0.6
"2009Oct14",27.5,0.8
"2009Oct21",27.7,1
"2009Oct28",28.1,1.4
"2009Nov04",28.2,1.6
"2009Nov11",28.2,1.5
"2009Nov18",28.2,1.6
"2009Nov25",28.2,1.6
"2009Dec02",28.2,1.6
"2009Dec09",28.2,1.7
"2009Dec16",28.3,1.8
"2009Dec23",28.4,1.9
"2009Dec30",28.3,1.7
"2010Jan06",28.3,1.7
"2010Jan13",28.2,1.6
"2010Jan20",28,1.4
"2010Jan27",27.8,1.2
"2010Feb03",27.8,1.2
"2010Feb10",27.9,1.2
"2010Feb17",27.9,1.2
"2010Feb24",28,1.1
"2010Mar03",28.1,1.1
"2010Mar10",28.3,1.2
"2010Mar17",28.4,1.1
"2010Mar24",28.4,1
"2010Mar31",28.4,0.9
"2010Apr07",28.4,0.8
"2010Apr14",28.5,0.7
"2010Apr21",28.4,0.6
"2010Apr28",28.2,0.4
"2010May05",28,0.2
"2010May12",27.7,-0.2
"2010May19",27.5,-0.3
"2010May26",27.5,-0.3
"2010Jun02",27.3,-0.5
"2010Jun09",27.1,-0.6
"2010Jun16",27,-0.7
"2010Jun23",26.9,-0.7
"2010Jun30",26.7,-0.8
"2010Jul07",26.4,-0.9
"2010Jul14",26.1,-1.1
"2010Jul21",26,-1.2
"2010Jul28",25.6,-1.4
"2010Aug04",25.8,-1.2
"2010Aug11",25.7,-1.2
"2010Aug18",25.6,-1.2
"2010Aug25",25.2,-1.6
"2010Sep01",25.1,-1.7
"2010Sep08",25.2,-1.6
"2010Sep15",25.1,-1.6
"2010Sep22",25.1,-1.6
"2010Sep29",24.8,-1.9
"2010Oct06",24.8,-1.9
"2010Oct13",25.1,-1.6
"2010Oct20",25.1,-1.6
"2010Oct27",25.2,-1.5
"2010Nov03",25.2,-1.4
"2010Nov10",25.2,-1.4
"2010Nov17",25,-1.6
"2010Nov24",24.9,-1.7
"2010Dec01",25,-1.7
"2010Dec08",25,-1.6
"2010Dec15",25,-1.5
"2010Dec22",24.8,-1.8
"2010Dec29",25,-1.5
"2011Jan05",25,-1.5
"2011Jan12",24.7,-1.8
"2011Jan19",25,-1.6
"2011Jan26",24.9,-1.7
"2011Feb02",25.1,-1.5
"2011Feb09",25.5,-1.2
"2011Feb16",25.4,-1.3
"2011Feb23",25.6,-1.3
"2011Mar02",25.7,-1.3
"2011Mar09",26,-1.1
"2011Mar16",26.4,-0.9
"2011Mar23",26.4,-0.9
"2011Mar30",26.6,-0.9
"2011Apr06",26.9,-0.7
"2011Apr13",27.1,-0.7
"2011Apr20",27.1,-0.7
"2011Apr27",27.1,-0.7
"2011May04",27.2,-0.6
"2011May11",27.4,-0.5
"2011May18",27.6,-0.3
"2011May25",27.5,-0.3
"2011Jun01",27.5,-0.2
"2011Jun08",27.5,-0.2
"2011Jun15",27.4,-0.2
"2011Jun22",27.4,-0.1
"2011Jun29",27.4,-0.1
"2011Jul06",27.1,-0.3
"2011Jul13",27.1,-0.2
"2011Jul20",26.9,-0.3
"2011Jul27",26.8,-0.3
"2011Aug03",26.4,-0.6
"2011Aug10",26.3,-0.6
"2011Aug17",26,-0.8
"2011Aug24",26.1,-0.7
"2011Aug31",26.1,-0.7
"2011Sep07",26.1,-0.7
"2011Sep14",26,-0.8
"2011Sep21",25.9,-0.9
"2011Sep28",26,-0.7
"2011Oct05",25.7,-1
"2011Oct12",25.8,-0.9
"2011Oct19",25.8,-0.8
"2011Oct26",25.4,-1.2
"2011Nov02",25.6,-1
"2011Nov09",25.7,-0.9
"2011Nov16",25.6,-1
"2011Nov23",25.6,-1
"2011Nov30",25.4,-1.2
"2011Dec07",25.5,-1.1
"2011Dec14",25.6,-1
"2011Dec21",25.6,-1
"2011Dec28",25.5,-1.1
"2012Jan04",25.5,-1
"2012Jan11",25.6,-1
"2012Jan18",25.4,-1.2
"2012Jan25",25.5,-1.2
"2012Feb01",25.5,-1.2
"2012Feb08",25.7,-1
"2012Feb15",26.1,-0.7
"2012Feb22",26.5,-0.4
"2012Feb29",26.4,-0.6
"2012Mar07",26.4,-0.7
"2012Mar14",26.6,-0.6
"2012Mar21",26.7,-0.6
"2012Mar28",27.1,-0.3
"2012Apr04",27.2,-0.3
"2012Apr11",27.3,-0.4
"2012Apr18",27.3,-0.5
"2012Apr25",27.6,-0.2
"2012May02",27.7,-0.1
"2012May09",27.8,0
"2012May16",27.8,0
"2012May23",27.8,0
"2012May30",27.9,0.2
"2012Jun06",27.8,0.1
"2012Jun13",27.9,0.3
"2012Jun20",28,0.4
"2012Jun27",28.1,0.6
"2012Jul04",27.9,0.5
"2012Jul11",27.7,0.4
"2012Jul18",27.7,0.5
"2012Jul25",27.7,0.6
"2012Aug01",27.6,0.6
"2012Aug08",27.7,0.8
"2012Aug15",27.4,0.6
"2012Aug22",27.4,0.6
"2012Aug29",27.7,0.9
"2012Sep05",27.5,0.8
"2012Sep12",27.3,0.5
"2012Sep19",27,0.3
"2012Sep26",26.9,0.2
"2012Oct03",26.8,0.1
"2012Oct10",26.8,0.1
"2012Oct17",27,0.3
"2012Oct24",27.2,0.5
"2012Oct31",27.1,0.4
"2012Nov07",27,0.4
"2012Nov14",27.2,0.5
"2012Nov21",26.9,0.3
"2012Nov28",26.8,0.2
"2012Dec05",26.5,-0.1
"2012Dec12",26.5,-0.1
"2012Dec19",26.4,-0.2
"2012Dec26",26.4,-0.1
"2013Jan02",26.3,-0.3
"2013Jan09",26,-0.6
"2013Jan16",26,-0.6
"2013Jan23",26.4,-0.2
"2013Jan30",26.1,-0.5
"2013Feb06",26.2,-0.5
"2013Feb13",26.4,-0.3
"2013Feb20",26.3,-0.5
"2013Feb27",26.6,-0.3
"2013Mar06",26.9,-0.1
"2013Mar13",26.8,-0.3
"2013Mar20",27.1,-0.1
"2013Mar27",27.3,-0.1
"2013Apr03",27.6,0.1
"2013Apr10",27.7,0
"2013Apr17",27.7,-0.1
"2013Apr24",27.7,-0.1
"2013May01",27.8,0
"2013May08",27.7,-0.1
"2013May15",27.5,-0.4
"2013May22",27.4,-0.4
"2013May29",27.5,-0.2
"2013Jun05",27.5,-0.2
"2013Jun12",27.5,-0.2
"2013Jun19",27.3,-0.3
"2013Jun26",27.4,-0.1
"2013Jul03",27.2,-0.2
"2013Jul10",26.9,-0.4
"2013Jul17",26.8,-0.4
"2013Jul24",26.8,-0.3
"2013Jul31",26.8,-0.2
"2013Aug07",26.7,-0.3
"2013Aug14",26.4,-0.4
"2013Aug21",26.4,-0.4
"2013Aug28",26.7,-0.1
"2013Sep04",26.8,0
"2013Sep11",26.8,0
"2013Sep18",26.7,-0.1
"2013Sep25",26.5,-0.2
"2013Oct02",26.4,-0.3
"2013Oct09",26.3,-0.3
"2013Oct16",26.3,-0.4
"2013Oct23",26.3,-0.4
"2013Oct30",26.5,-0.2
"2013Nov06",26.6,0
"2013Nov13",26.6,0
"2013Nov20",26.7,0.1
"2013Nov27",26.7,0.1
"2013Dec04",26.8,0.2
"2013Dec11",26.6,0
"2013Dec18",26.5,-0.1
"2013Dec25",26.4,-0.2
"2014Jan01",26.3,-0.3
"2014Jan08",26,-0.5
"2014Jan15",25.9,-0.7
"2014Jan22",26.2,-0.4
"2014Jan29",25.9,-0.7
"2014Feb05",25.9,-0.7
"2014Feb12",26.2,-0.5
"2014Feb19",26.4,-0.4
"2014Feb26",26.3,-0.6
"2014Mar05",26.6,-0.4
"2014Mar12",26.8,-0.4
"2014Mar19",27.4,0.1
"2014Mar26",27.6,0.2
"2014Apr02",27.8,0.3
"2014Apr09",27.9,0.2
"2014Apr16",28,0.2
"2014Apr23",28.2,0.4
"2014Apr30",28.2,0.4
"2014May07",28.3,0.5
"2014May14",28.3,0.4
"2014May21",28.3,0.5
"2014May28",28.4,0.6
"2014Jun04",28.3,0.5
"2014Jun11",28.1,0.4
"2014Jun18",28.1,0.5
"2014Jun25",28,0.5
"2014Jul02",27.8,0.4
"2014Jul09",27.6,0.3
"2014Jul16",27.4,0.2
"2014Jul23",27.1,-0.1
"2014Jul30",26.9,-0.1
"2014Aug06",27,0
"2014Aug13",26.9,0
"2014Aug20",27.1,0.3
"2014Aug27",27.2,0.4
"2014Sep03",27.1,0.4
"2014Sep10",27.3,0.5
"2014Sep17",27.2,0.5
"2014Sep24",27.1,0.4
"2014Oct01",27.1,0.3
"2014Oct08",27.1,0.4
"2014Oct15",27.2,0.5
"2014Oct22",27.2,0.5
"2014Oct29",27.3,0.6
"2014Nov05",27.4,0.8
"2014Nov12",27.5,0.8
"2014Nov19",27.5,0.9
"2014Nov26",27.6,1
"2014Dec03",27.4,0.8
"2014Dec10",27.5,0.9
"2014Dec17",27.4,0.8
"2014Dec24",27.3,0.7
"2014Dec31",27.1,0.5
"2015Jan07",27,0.4
"2015Jan14",27.1,0.5
"2015Jan21",27.2,0.6
"2015Jan28",27.2,0.5
"2015Feb04",27.2,0.5
"2015Feb11",27.2,0.5
"2015Feb18",27.3,0.5
"2015Feb25",27.5,0.6
"2015Mar04",27.5,0.5
"2015Mar11",27.6,0.5
"2015Mar18",27.8,0.6
"2015Mar25",28,0.6
"2015Apr01",28.2,0.7
"2015Apr08",28.4,0.7
"2015Apr15",28.7,0.9
"2015Apr22",28.7,1
"2015Apr29",28.8,1
"2015May06",28.8,1
"2015May13",28.8,1
"2015May20",28.9,1.1
"2015May27",29,1.3
"2015Jun03",29,1.2
"2015Jun10",29,1.3
"2015Jun17",29,1.4
"2015Jun24",28.9,1.4
"2015Jul01",28.9,1.4
"2015Jul08",28.8,1.5
"2015Jul15",28.9,1.7
"2015Jul22",28.8,1.6
"2015Jul29",28.8,1.7
"2015Aug05",28.9,1.9
"2015Aug12",28.9,2
"2015Aug19",28.9,2.1
"2015Aug26",29,2.2
"2015Sep02",28.9,2.1
"2015Sep09",29,2.3
"2015Sep16",29,2.3
"2015Sep23",29,2.3
"2015Sep30",29.1,2.4
"2015Oct07",29.1,2.4
"2015Oct14",29.1,2.4
"2015Oct21",29.2,2.5
"2015Oct28",29.4,2.7
"2015Nov04",29.5,2.8
"2015Nov11",29.7,3
"2015Nov18",29.7,3.1
"2015Nov25",29.6,3
"2015Dec02",29.5,2.9
"2015Dec09",29.4,2.8
"2015Dec16",29.5,2.9
"2015Dec23",29.3,2.7
"2015Dec30",29.3,2.7
"2016Jan06",29.1,2.6
"2016Jan13",29.2,2.6
"2016Jan20",29.1,2.5
"2016Jan27",29.1,2.5
"2016Feb03",29.3,2.6
"2016Feb10",29.2,2.5
"2016Feb17",29.1,2.4
"2016Feb24",29,2.1
"2016Mar02",28.9,1.9
"2016Mar09",28.9,1.8
"2016Mar16",28.9,1.7
"2016Mar23",28.8,1.5
"2016Mar30",29,1.5
"2016Apr06",28.9,1.3
"2016Apr13",29.1,1.3
"2016Apr20",28.9,1.1
"2016Apr27",28.7,0.8
"2016May04",28.6,0.8
"2016May11",28.4,0.6
"2016May18",28.1,0.2
"2016May25",27.7,-0.1
"2016Jun01",27.6,-0.2
"2016Jun08",27.8,0.1
"2016Jun15",27.8,0.2
"2016Jun22",27.2,-0.4
"2016Jun29",27.1,-0.4
"2016Jul06",27,-0.4
"2016Jul13",26.7,-0.6
"2016Jul20",26.6,-0.6
"2016Jul27",26.6,-0.5
"2016Aug03",26.4,-0.5
"2016Aug10",26.3,-0.6
"2016Aug17",26.3,-0.5
"2016Aug24",26.2,-0.6
"2016Aug31",26,-0.7
"2016Sep07",26.1,-0.7
"2016Sep14",26.1,-0.6
"2016Sep21",26.3,-0.4
"2016Sep28",25.9,-0.8
"2016Oct05",25.8,-0.9
"2016Oct12",26.1,-0.6
"2016Oct19",26.1,-0.6
"2016Oct26",25.9,-0.8
"2016Nov02",25.8,-0.8
"2016Nov09",26,-0.7
"2016Nov16",26.2,-0.4
"2016Nov23",26.3,-0.4
"2016Nov30",26.2,-0.4
"2016Dec07",26,-0.6
"2016Dec14",26.1,-0.4
"2016Dec21",26.2,-0.3
"2016Dec28",26.3,-0.3
"2017Jan04",26.1,-0.5
"2017Jan11",26.2,-0.3
"2017Jan18",26.4,-0.2
"2017Jan25",26.2,-0.4
"2017Feb01",26.4,-0.3
"2017Feb08",26.8,0.1
"2017Feb15",26.9,0.2
"2017Feb22",27.1,0.3
"2017Mar01",26.9,0
"2017Mar08",26.8,-0.2
"2017Mar15",27.5,0.3
"2017Mar22",27.5,0.2
"2017Mar29",27.7,0.3
"2017Apr05",27.9,0.3
"2017Apr12",28,0.2
"2017Apr19",28.3,0.5
"2017Apr26",28.3,0.5
"2017May03",28.3,0.5
"2017May10",28.3,0.5
"2017May17",28.2,0.4
"2017May24",28.4,0.6
"2017May31",28.3,0.6
"2017Jun07",28.1,0.4
"2017Jun14",28.2,0.5
"2017Jun21",28.3,0.7
"2017Jun28",28.1,0.7
"2017Jul05",28,0.6
"2017Jul12",27.8,0.5
"2017Jul19",27.6,0.4
"2017Jul26",27.1,0
"2017Aug02",27.2,0.2
"2017Aug09",26.7,-0.2
"2017Aug16",26.4,-0.5
"2017Aug23",26.7,-0.1
"2017Aug30",26.5,-0.2
"2017Sep06",26.2,-0.6
"2017Sep13",26.1,-0.6
"2017Sep20",26.3,-0.4
"2017Sep27",26.5,-0.2
"2017Oct04",26.7,0
"2017Oct11",26.2,-0.5
"2017Oct18",25.9,-0.8
"2017Oct25",26.2,-0.5
"2017Nov01",26.3,-0.4
"2017Nov08",25.6,-1.1
"2017Nov15",25.6,-1.1
"2017Nov22",25.9,-0.8
"2017Nov29",25.9,-0.7
"2017Dec06",25.7,-0.8
"2017Dec13",25.8,-0.8
"2017Dec20",25.6,-1
"2017Dec27",26,-0.6
"2018Jan03",25.8,-0.8
"2018Jan10",25.6,-0.9
"2018Jan17",26,-0.6
"2018Jan24",25.9,-0.7
"2018Jan31",25.8,-0.9
"2018Feb07",25.8,-0.9
"2018Feb14",25.8,-1
"2018Feb21",25.8,-1.1
"2018Feb28",26.1,-0.8
"2018Mar07",26.3,-0.7
"2018Mar14",26.5,-0.7
"2018Mar21",26.5,-0.8
"2018Mar28",26.7,-0.7
"2018Apr04",27.1,-0.5
"2018Apr11",27.3,-0.4
"2018Apr18",27.6,-0.2
"2018Apr25",27.8,0
"2018May02",27.6,-0.2
"2018May09",27.7,-0.1
"2018May16",27.8,-0.1
"2018May23",27.7,-0.1
"2018May30",27.8,0
"2018Jun06",27.7,0
"2018Jun13",27.9,0.2
"2018Jun20",28,0.4
"2018Jun27",27.9,0.4
"2018Jul04",27.7,0.4
"2018Jul11",27.5,0.2
"2018Jul18",27.6,0.4
"2018Jul25",27.4,0.3
"2018Aug01",27.1,0.1
"2018Aug08",27.1,0.2
"2018Aug15",27.3,0.4
"2018Aug22",27.1,0.3
"2018Aug29",27,0.2
"2018Sep05",27,0.3
"2018Sep12",27,0.3
"2018Sep19",27,0.3
"2018Sep26",27.3,0.6
"2018Oct03",27.4,0.7
"2018Oct10",27.3,0.6
"2018Oct17",27.6,0.9
"2018Oct24",27.7,1.1
"2018Oct31",27.8,1.2
"2018Nov07",27.4,0.8
"2018Nov14",27.4,0.7
"2018Nov21",27.9,1.3
"2018Nov28",27.8,1.2
"2018Dec05",27.6,1
"2018Dec12",27.7,1.1
"2018Dec19",27.6,1
"2018Dec26",27.3,0.7
"2019Jan02",27.3,0.7
"2019Jan09",27,0.4
"2019Jan16",27.1,0.5
"2019Jan23",27,0.4
"2019Jan30",27,0.3
"2019Feb06",27.1,0.4
"2019Feb13",27.3,0.6
"2019Feb20",27.5,0.7
"2019Feb27",28,1.1
"2019Mar06",28,1
"2019Mar13",28.1,1
"2019Mar20",28.4,1.1
"2019Mar27",28.4,1
"2019Apr03",28.5,0.9
"2019Apr10",28.6,0.9
"2019Apr17",28.6,0.8
"2019Apr24",28.7,0.9
"2019May01",28.7,0.9
"2019May08",28.3,0.5
"2019May15",28.5,0.7
"2019May22",28.7,0.8
"2019May29",28.7,1
"2019Jun05",28.6,0.9
"2019Jun12",28.4,0.7
"2019Jun19",28.1,0.5
"2019Jun26",27.8,0.3
"2019Jul03",28,0.6
"2019Jul10",27.7,0.4
"2019Jul17",27.4,0.2
"2019Jul24",27.6,0.4
"2019Jul31",27.5,0.5
"2019Aug07",27.3,0.4
"2019Aug14",27,0.1
"2019Aug21",26.8,0
"2019Aug28",26.5,-0.2
"2019Sep04",26.6,-0.2
"2019Sep11",26.4,-0.3
"2019Sep18",26.5,-0.2
"2019Sep25",27.2,0.5
"2019Oct02",27.2,0.5
"2019Oct09",27.1,0.4
"2019Oct16",27.5,0.8
"2019Oct23",27.3,0.6
"2019Oct30",27.4,0.7
"2019Nov06",27.2,0.5
"2019Nov13",27.4,0.8
"2019Nov20",27.4,0.7
"2019Nov27",27,0.4
"2019Dec04",26.9,0.3
"2019Dec11",27.1,0.5
"2019Dec18",27.2,0.6
"2019Dec25",27,0.4
"2020Jan01",27.2,0.7
"2020Jan08",27.1,0.5
"2020Jan15",27,0.4
"2020Jan22",26.9,0.3
"2020Jan29",27.4,0.8
"2020Feb05",26.9,0.2
"2020Feb12",26.8,0.1
"2020Feb19",27.4,0.6
"2020Feb26",27.4,0.5
"2020Mar04",27.5,0.5
"2020Mar11",27.7,0.5
"2020Mar18",28.1,0.8
"2020Mar25",27.9,0.5
"2020Apr01",28.1,0.6
"2020Apr08",28.2,0.6
"2020Apr15",28.5,0.7
"2020Apr22",28.4,0.6
"2020Apr29",28.2,0.4
"2020May06",28,0.2
"2020May13",27.6,-0.3
"2020May20",27.4,-0.4
"2020May27",27.3,-0.5
"2020Jun03",27.3,-0.4
"2020Jun10",27.1,-0.6
"2020Jun17",27.2,-0.4
"2020Jun24",27.6,0.1
"2020Jul01",27.3,-0.1
"2020Jul08",27.2,-0.1
"2020Jul15",27,-0.2
"2020Jul22",26.8,-0.4
"2020Jul29",26.3,-0.8
"2020Aug05",26.3,-0.6
"2020Aug12",26.4,-0.5
